Transaction ID,Customer ID,Purchase Date,Age,Gender,Location,Online/Offline,Online Store,Category,Item Purchased,Brand,Color,Size,Quantity,Purchase Amount (₹),Discount (%),Festival/Sale,Shipping Charge (₹),Delivery Speed,Delivery Time (Days),Subscription Status,Payment Method,Review Rating,Return Status,Previous Purchases,season,age_group
TXN500208,CUST001438,2023-10-21,28,Male,Mumbai,Online,Nykaa,Footwear,Sandals,Hush Puppies,Beige,8,2,3963,3,Standard Day,0,Standard,7,Yes,UPI,2,Returned,1,post-monsoon,Adult
TXN500524,CUST003428,2023-10-21,28,Male,Chennai,Online,Meesho,Clothing,T-shirt,HRX,White,XS,2,1562,11,Standard Day,40,Standard,7,No,UPI,2,Returned,28,post-monsoon,Adult
TXN500800,CUST000775,2023-10-21,58,Female,Bhubaneswar,Online,Myntra,Clothing,Kurta,Biba,Grey,XXL,2,7264,10,Standard Day,40,Express,1,No,Debit Card,3,Returned,16,post-monsoon,Adult
TXN501029,CUST001317,2023-10-21,37,Female,Patna,Offline,In-Store Purchase,Clothing,Saree,Biba,Red,L,2,9859,20,In-Store Festival Offer,0,N/A (Offline),0,No,Cash,3,Returned,27,post-monsoon,Adult
TXN501063,CUST002714,2023-10-21,47,Male,Kochi,Offline,In-Store Purchase,Clothing,Shorts,Puma,Navy,XS,2,3632,21,In-Store Festival Offer,0,N/A (Offline),0,No,Credit Card,4,Returned,28,post-monsoon,Adult
TXN501992,CUST000911,2023-10-21,25,Female,Indore,Online,Ajio,Clothing,Hoodie,Puma,Brown,XS,1,5318,6,Standard Day,0,Standard,4,Yes,Cash on Delivery,4,Returned,1,post-monsoon,Young Adult
TXN503389,CUST001307,2023-10-21,55,Female,Bhubaneswar,Online,Amazon,Accessories,Wallet,Fastrack,Green,Free Size,1,1024,7,Standard Day,0,Standard,7,Yes,Credit Card,2,Returned,3,post-monsoon,Adult
TXN504250,CUST000704,2023-10-21,35,Male,Indore,Online,Nykaa,Footwear,Sandals,Max,Red,11,2,1552,5,Standard Day,40,Same Day,0,No,UPI,3,Not Returned,20,post-monsoon,Adult
TXN504931,CUST001309,2023-10-21,48,Female,Jaipur,Offline,In-Store Purchase,Footwear,Sneakers,Adidas,Grey,7,2,50584,20,In-Store Festival Offer,0,N/A (Offline),0,No,Credit Card,4,Returned,1,post-monsoon,Adult
TXN505188,CUST000460,2023-10-21,45,Female,Indore,Offline,In-Store Purchase,Footwear,Sneakers,Adidas,Navy,11,1,24268,27,In-Store Festival Offer,0,N/A (Offline),0,No,Credit Card,4,Not Returned,1,post-monsoon,Adult
TXN505667,CUST000135,2023-10-21,64,Male,Nagpur,Online,Nykaa,Clothing,Kurta,Biba,Red,XXL,2,5075,6,Standard Day,0,Express,1,Yes,Wallet,4,Not Returned,4,post-monsoon,Adult
TXN505839,CUST002803,2023-10-21,32,Other,Kolkata,Online,Ajio,Clothing,Saree,FabIndia,Red,L,1,9382,8,Standard Day,0,Express,1,No,UPI,3,Not Returned,21,post-monsoon,Adult
TXN506813,CUST001026,2023-10-21,23,Male,Kochi,Online,Flipkart,Clothing,T-shirt,Nike,Navy,L,1,1133,10,Standard Day,40,Standard,4,No,Credit Card,4,Not Returned,10,post-monsoon,Young Adult
TXN507730,CUST002551,2023-10-21,25,Male,Surat,Online,Nykaa,Clothing,Dress,Zara,Blue,XXL,1,4968,9,Standard Day,0,Standard,3,No,Debit Card,4,Not Returned,4,post-monsoon,Young Adult
TXN508108,CUST000882,2023-10-21,40,Male,Nagpur,Online,Nykaa,Clothing,Jacket,Puma,White,XL,1,7379,29,Diwali Sale,0,Same Day,0,Yes,Cash on Delivery,3,Not Returned,50,post-monsoon,Adult
TXN508959,CUST001011,2023-10-21,47,Male,Ahmedabad,Online,Myntra,Clothing,Jacket,Nike,Green,L,1,7143,13,Standard Day,99,Express,1,No,Credit Card,4,Returned,28,post-monsoon,Adult
TXN500120,CUST000034,2023-10-22,34,Male,Mumbai,Online,Nykaa,Clothing,Trousers,H&M,White,M,1,1301,7,Standard Day,40,Standard,6,No,UPI,3,Not Returned,1,post-monsoon,Adult
TXN500419,CUST002810,2023-10-22,46,Male,Kochi,Online,Nykaa,Clothing,Kurta,Biba,Grey,XS,1,2943,36,Diwali Sale,0,Standard,7,Yes,Cash on Delivery,2,Not Returned,5,post-monsoon,Adult
TXN500945,CUST003103,2023-10-22,41,Female,Chennai,Online,Nykaa,Footwear,Slippers,Hush Puppies,Brown,9,1,883,15,Standard Day,0,Standard,3,Yes,UPI,4,Returned,24,post-monsoon,Adult
TXN501080,CUST000492,2023-10-22,23,Male,Surat,Online,Nykaa,Accessories,Belt,Levis,White,Free Size,1,2028,7,Standard Day,40,Standard,6,Yes,UPI,3,Not Returned,1,post-monsoon,Young Adult
TXN501637,CUST001389,2023-10-22,35,Male,Delhi,Online,Meesho,Accessories,Belt,Wildcraft,Red,Free Size,1,502,7,Standard Day,0,Standard,7,No,Credit Card,1,Returned,0,post-monsoon,Adult
TXN501673,CUST000411,2023-10-22,40,Male,Ahmedabad,Offline,In-Store Purchase,Clothing,Jacket,Puma,Green,XXL,1,3640,17,In-Store Festival Offer,0,N/A (Offline),0,No,UPI,5,Not Returned,0,post-monsoon,Adult
TXN502239,CUST000472,2023-10-22,24,Male,Patna,Online,Amazon,Footwear,Sneakers,Puma,Black,10,3,7454,7,Standard Day,0,Express,2,Yes,UPI,3,Returned,24,post-monsoon,Young Adult
TXN505698,CUST003177,2023-10-22,57,Male,Kochi,Offline,In-Store Purchase,Accessories,Belt,Levis,Red,S,1,871,28,In-Store Festival Offer,0,N/A (Offline),0,No,Debit Card,3,Not Returned,54,post-monsoon,Adult
TXN507475,CUST001328,2023-10-22,56,Female,Gurgaon,Online,Flipkart,Accessories,Socks,Fastrack,Navy,Free Size,1,149,3,Standard Day,40,Standard,6,No,UPI,2,Returned,32,post-monsoon,Adult
TXN507568,CUST002196,2023-10-22,39,Male,Noida,Online,Myntra,Footwear,Sneakers,HRX,Olive,6,3,22639,15,Standard Day,0,Standard,4,No,UPI,3,Not Returned,0,post-monsoon,Adult
TXN507970,CUST000755,2023-10-22,53,Female,Noida,Online,Flipkart,Clothing,Kurta,Biba,Grey,XXL,1,819,4,Standard Day,60,Standard,5,No,Wallet,4,Not Returned,42,post-monsoon,Adult
TXN508759,CUST003289,2023-10-22,47,Female,Jaipur,Online,Myntra,Footwear,Boots,Max,Olive,7,2,2723,5,Standard Day,0,Standard,4,No,Net Banking,3,Not Returned,1,post-monsoon,Adult
TXN509178,CUST003374,2023-10-22,54,Other,Chandigarh,Offline,In-Store Purchase,Footwear,Boots,Zara,Navy,9,1,8231,14,In-Store Festival Offer,0,N/A (Offline),0,No,Credit Card,4,Not Returned,8,post-monsoon,Adult
TXN500440,CUST001874,2023-10-23,40,Male,Nagpur,Offline,In-Store Purchase,Footwear,Formal Shoes,Max,Beige,9,1,1690,20,In-Store Festival Offer,0,N/A (Offline),0,No,Credit Card,4,Not Returned,27,post-monsoon,Adult
TXN501807,CUST002558,2023-10-23,28,Other,Indore,Online,Meesho,Clothing,Jeans,Max,Green,L,1,1821,1,Standard Day,40,Express,1,No,UPI,3,Not Returned,4,post-monsoon,Adult
TXN502355,CUST000442,2023-10-23,36,Male,Ahmedabad,Online,Myntra,Clothing,Hoodie,Adidas,Navy,XXL,1,3318,4,Standard Day,0,Standard,7,No,Cash on Delivery,3,Not Returned,35,post-monsoon,Adult
TXN503733,CUST000090,2023-10-23,29,Male,Kolkata,Offline,In-Store Purchase,Footwear,Running Shoes,HRX,White,10,1,9122,20,In-Store Festival Offer,0,N/A (Offline),0,No,Credit Card,3,Returned,11,post-monsoon,Adult
TXN503928,CUST003033,2023-10-23,27,Female,Patna,Offline,In-Store Purchase,Clothing,Kurta,FabIndia,Grey,XS,2,6096,13,In-Store Festival Offer,0,N/A (Offline),0,Yes,UPI,4,Not Returned,2,post-monsoon,Adult
TXN504718,CUST001837,2023-10-23,33,Male,Kolkata,Online,Myntra,Clothing,Trousers,Allen Solly,Brown,M,3,3347,5,Standard Day,0,Standard,3,Yes,UPI,4,Not Returned,14,post-monsoon,Adult
TXN504930,CUST000764,2023-10-23,51,Female,Indore,Online,Myntra,Accessories,Backpack,Tommy Hilfiger,Navy,Free Size,1,2562,6,Standard Day,0,Same Day,0,Yes,UPI,4,Not Returned,8,post-monsoon,Adult
TXN506013,CUST000180,2023-10-23,48,Female,Pune,Online,Ajio,Clothing,Hoodie,Puma,Brown,XS,2,8448,1,Standard Day,40,Express,2,No,Debit Card,5,Not Returned,13,post-monsoon,Adult
TXN506305,CUST001382,2023-10-23,56,Female,Patna,Offline,In-Store Purchase,Clothing,Hoodie,Adidas,Olive,XS,1,3532,24,In-Store Festival Offer,0,N/A (Offline),0,No,Debit Card,3,Not Returned,19,post-monsoon,Adult
TXN507327,CUST000054,2023-10-23,25,Female,Mumbai,Offline,In-Store Purchase,Clothing,Saree,Max,Brown,M,1,3444,16,In-Store Festival Offer,0,N/A (Offline),0,No,Debit Card,3,Not Returned,34,post-monsoon,Young Adult
TXN507425,CUST000432,2023-10-23,49,Female,Mumbai,Online,Nykaa,Clothing,Shorts,Puma,Olive,XXL,1,1756,14,Standard Day,0,Standard,3,Yes,Credit Card,3,Not Returned,30,post-monsoon,Adult
TXN507593,CUST001798,2023-10-23,22,Male,Chandigarh,Offline,In-Store Purchase,Footwear,Boots,Zara,Grey,9,1,10072,19,In-Store Festival Offer,0,N/A (Offline),0,No,Credit Card,4,Not Returned,2,post-monsoon,Young Adult
TXN508175,CUST000661,2023-10-23,23,Male,Bhubaneswar,Offline,In-Store Purchase,Footwear,Formal Shoes,Max,Green,9,1,3147,28,In-Store Festival Offer,0,N/A (Offline),0,No,UPI,2,Not Returned,1,post-monsoon,Young Adult
TXN508218,CUST001067,2023-10-23,37,Female,Lucknow,Online,Meesho,Clothing,Saree,Max,Grey,XL,1,3898,6,Standard Day,40,Standard,7,No,UPI,3,Not Returned,0,post-monsoon,Adult
TXN508922,CUST002513,2023-10-23,38,Male,Bangalore,Offline,In-Store Purchase,Footwear,Boots,Max,Green,11,1,2223,11,In-Store Festival Offer,0,N/A (Offline),0,No,Cash,3,Not Returned,17,post-monsoon,Adult
TXN509008,CUST003145,2023-10-23,51,Male,Pune,Online,Flipkart,Clothing,Kurta,FabIndia,Grey,XS,1,4222,43,Big Billion Days,0,Express,2,Yes,UPI,5,Not Returned,2,post-monsoon,Adult
TXN509507,CUST003169,2023-10-23,55,Female,Nagpur,Online,Nykaa,Clothing,Kurta,FabIndia,Navy,M,1,1542,12,Standard Day,0,Standard,5,Yes,UPI,4,Not Returned,11,post-monsoon,Adult
TXN509583,CUST001812,2023-10-23,54,Male,Bhubaneswar,Online,Ajio,Accessories,Backpack,Levis,Green,Free Size,1,4908,9,Standard Day,0,Standard,7,No,UPI,3,Not Returned,35,post-monsoon,Adult
TXN509787,CUST003445,2023-10-23,26,Male,Noida,Offline,In-Store Purchase,Footwear,Boots,Zara,Navy,10,1,14335,25,In-Store Festival Offer,0,N/A (Offline),0,No,Credit Card,4,Returned,13,post-monsoon,Adult
TXN504149,CUST000059,2023-10-24,50,Male,Chennai,Online,Myntra,Footwear,Running Shoes,Adidas,Grey,7,1,4450,13,Standard Day,40,Standard,6,No,Debit Card,3,Not Returned,17,post-monsoon,Adult
TXN504158,CUST003394,2023-10-24,20,Male,Indore,Offline,In-Store Purchase,Clothing,Jacket,Nike,Red,L,1,3060,24,In-Store Festival Offer,0,N/A (Offline),0,No,UPI,5,Not Returned,3,post-monsoon,Young Adult
TXN504299,CUST002322,2023-10-24,40,Female,Lucknow,Offline,In-Store Purchase,Clothing,Saree,Biba,Olive,XL,3,7694,28,In-Store Festival Offer,0,N/A (Offline),0,No,Debit Card,5,Not Returned,31,post-monsoon,Adult
TXN504771,CUST000192,2023-10-24,34,Female,Jaipur,Online,Ajio,Footwear,Sneakers,Nike,Black,7,2,34623,11,Standard Day,40,Standard,5,No,UPI,4,Not Returned,38,post-monsoon,Adult
TXN505049,CUST002830,2023-10-24,53,Female,Bhubaneswar,Online,Flipkart,Clothing,Shorts,Nike,Black,S,1,990,3,Standard Day,40,Same Day,0,No,Cash on Delivery,4,Not Returned,24,post-monsoon,Adult
TXN505270,CUST000655,2023-10-24,31,Female,Kolkata,Online,Ajio,Footwear,Running Shoes,Puma,Black,11,1,13635,6,Standard Day,60,Standard,5,No,UPI,4,Not Returned,7,post-monsoon,Adult
TXN505459,CUST001101,2023-10-24,39,Male,Nagpur,Online,Amazon,Clothing,Jeans,Max,White,XL,1,889,27,Diwali Sale,40,Standard,7,No,Debit Card,2,Not Returned,39,post-monsoon,Adult
TXN505560,CUST001927,2023-10-24,30,Male,Lucknow,Offline,In-Store Purchase,Footwear,Boots,Max,White,7,1,3527,21,In-Store Festival Offer,0,N/A (Offline),0,No,UPI,4,Not Returned,0,post-monsoon,Adult
TXN507531,CUST002574,2023-10-24,38,Female,Gurgaon,Online,Meesho,Footwear,Slippers,Max,White,8,1,137,11,Standard Day,0,Standard,4,Yes,UPI,3,Not Returned,20,post-monsoon,Adult
TXN507954,CUST001410,2023-10-24,37,Female,Chandigarh,Online,Amazon,Accessories,Backpack,Tommy Hilfiger,Brown,Free Size,1,8405,1,Standard Day,0,Express,2,No,Credit Card,4,Not Returned,29,post-monsoon,Adult
TXN508077,CUST001140,2023-10-24,64,Male,Jaipur,Online,Nykaa,Clothing,Hoodie,Nike,Beige,XXL,1,6133,7,Standard Day,0,Standard,6,No,UPI,2,Returned,51,post-monsoon,Adult
TXN508272,CUST000246,2023-10-24,47,Male,Kolkata,Offline,In-Store Purchase,Clothing,Kurta,Max,Black,M,1,991,13,In-Store Festival Offer,0,N/A (Offline),0,No,Cash,3,Returned,11,post-monsoon,Adult
TXN509513,CUST001034,2023-10-24,60,Male,Kolkata,Online,Ajio,Clothing,Kurta,Max,Olive,XXL,1,1655,3,Standard Day,0,Express,1,Yes,UPI,3,Not Returned,4,post-monsoon,Adult
TXN509525,CUST000673,2023-10-24,44,Male,Chennai,Online,Amazon,Clothing,Jacket,Allen Solly,White,L,1,6570,29,Amazon Great Indian Festival,0,Express,2,Yes,Debit Card,3,Not Returned,27,post-monsoon,Adult
TXN500587,CUST001199,2023-10-25,25,Male,Nagpur,Online,Nykaa,Accessories,Sunglasses,Tommy Hilfiger,Green,Free Size,1,5872,5,Standard Day,99,Standard,6,No,Debit Card,3,Not Returned,2,post-monsoon,Young Adult
TXN502941,CUST000480,2023-10-25,58,Male,Pune,Offline,In-Store Purchase,Footwear,Formal Shoes,Zara,Blue,7,1,8182,29,In-Store Festival Offer,0,N/A (Offline),0,No,UPI,3,Not Returned,39,post-monsoon,Adult
TXN503043,CUST003488,2023-10-25,42,Female,Patna,Online,Flipkart,Footwear,Sandals,Hush Puppies,Olive,7,2,8294,15,Standard Day,0,Express,1,No,Wallet,4,Not Returned,1,post-monsoon,Adult
TXN503343,CUST002047,2023-10-25,34,Male,Bangalore,Online,Flipkart,Clothing,Jeans,H&M,Navy,M,2,4524,5,Standard Day,0,Standard,3,Yes,Credit Card,4,Not Returned,50,post-monsoon,Adult
TXN503406,CUST000175,2023-10-25,55,Female,Visakhapatnam,Online,Myntra,Footwear,Slippers,Bata,White,11,1,522,7,Standard Day,99,Standard,6,No,UPI,1,Not Returned,48,post-monsoon,Adult
TXN504759,CUST002950,2023-10-25,41,Male,Delhi,Online,Myntra,Clothing,Saree,Max,Grey,XL,2,1164,2,Standard Day,99,Same Day,0,No,Credit Card,4,Returned,21,post-monsoon,Adult
TXN505909,CUST003362,2023-10-25,42,Male,Jaipur,Online,Flipkart,Clothing,Dress,H&M,Red,XXL,2,8161,21,Diwali Sale,40,Standard,5,No,UPI,4,Not Returned,0,post-monsoon,Adult
TXN506362,CUST002146,2023-10-25,27,Female,Kochi,Online,Flipkart,Accessories,Sunglasses,Puma,Beige,Free Size,1,5019,12,Standard Day,0,Express,2,Yes,UPI,4,Not Returned,3,post-monsoon,Adult
TXN508043,CUST001955,2023-10-25,41,Male,Gurgaon,Offline,In-Store Purchase,Clothing,T-shirt,Nike,Grey,M,1,1368,11,In-Store Festival Offer,0,N/A (Offline),0,Yes,Credit Card,5,Not Returned,1,post-monsoon,Adult
TXN508770,CUST003051,2023-10-25,32,Female,Indore,Online,Meesho,Accessories,Cap,Tommy Hilfiger,Navy,Free Size,1,1280,9,Standard Day,60,Standard,4,No,Cash on Delivery,5,Not Returned,0,post-monsoon,Adult
TXN500134,CUST001847,2023-10-26,58,Male,Hyderabad,Online,Amazon,Clothing,Kurta,FabIndia,Navy,L,1,4780,6,Standard Day,40,Same Day,0,No,Credit Card,4,Returned,7,post-monsoon,Adult
TXN500773,CUST001569,2023-10-26,59,Male,Ahmedabad,Online,Myntra,Footwear,Heels,Bata,Brown,9,1,1529,5,Standard Day,0,Standard,5,Yes,Debit Card,3,Not Returned,5,post-monsoon,Adult
TXN501246,CUST001877,2023-10-26,23,Female,Bangalore,Online,Ajio,Clothing,Jacket,Nike,Grey,XXL,1,7493,5,Standard Day,40,Standard,4,No,UPI,4,Not Returned,20,post-monsoon,Young Adult
TXN501986,CUST000379,2023-10-26,55,Female,Mumbai,Offline,In-Store Purchase,Accessories,Bag,Fastrack,Grey,Free Size,3,6180,21,In-Store Festival Offer,0,N/A (Offline),0,No,Credit Card,3,Not Returned,5,post-monsoon,Adult
TXN503359,CUST001407,2023-10-26,50,Female,Visakhapatnam,Online,Amazon,Clothing,Saree,Biba,Blue,S,3,27159,1,Standard Day,40,Standard,7,No,Debit Card,3,Returned,4,post-monsoon,Adult
TXN504217,CUST002118,2023-10-26,44,Female,Indore,Online,Myntra,Footwear,Running Shoes,Puma,Grey,7,1,4057,10,Standard Day,0,Same Day,0,No,UPI,5,Not Returned,25,post-monsoon,Adult
TXN504982,CUST000889,2023-10-26,22,Male,Visakhapatnam,Offline,In-Store Purchase,Clothing,Shorts,Max,Beige,XS,1,1247,21,In-Store Festival Offer,0,N/A (Offline),0,Yes,UPI,3,Not Returned,0,post-monsoon,Young Adult
TXN506008,CUST003452,2023-10-26,30,Female,Bhubaneswar,Online,Amazon,Clothing,Saree,FabIndia,Red,XL,2,13571,15,Standard Day,60,Express,2,No,Wallet,4,Not Returned,36,post-monsoon,Adult
TXN508995,CUST000321,2023-10-26,45,Male,Visakhapatnam,Offline,In-Store Purchase,Footwear,Sandals,Zara,Grey,7,1,1312,14,In-Store Festival Offer,0,N/A (Offline),0,Yes,UPI,4,Not Returned,62,post-monsoon,Adult
TXN500534,CUST003028,2023-10-27,39,Female,Nagpur,Offline,In-Store Purchase,Accessories,Cap,Levis,Green,Free Size,2,2679,29,In-Store Festival Offer,0,N/A (Offline),0,No,UPI,5,Not Returned,1,post-monsoon,Adult
TXN501915,CUST002740,2023-10-27,51,Female,Visakhapatnam,Offline,In-Store Purchase,Footwear,Running Shoes,HRX,Green,6,3,30059,27,In-Store Festival Offer,0,N/A (Offline),0,No,Cash,2,Not Returned,28,post-monsoon,Adult
TXN502234,CUST001180,2023-10-27,27,Female,Chandigarh,Online,Myntra,Clothing,T-shirt,Puma,Beige,S,1,1427,12,Standard Day,60,Standard,4,No,Cash on Delivery,4,Not Returned,11,post-monsoon,Adult
TXN502315,CUST000871,2023-10-27,19,Female,Visakhapatnam,Online,Amazon,Accessories,Backpack,Tommy Hilfiger,Black,Free Size,1,3282,46,Diwali Sale,0,Same Day,0,No,UPI,3,Returned,3,post-monsoon,Young Adult
TXN503811,CUST000041,2023-10-27,36,Male,Ahmedabad,Online,Ajio,Clothing,Hoodie,Nike,Blue,XXL,1,6769,15,Diwali Sale,0,Express,2,Yes,Debit Card,3,Not Returned,56,post-monsoon,Adult
TXN504134,CUST001124,2023-10-27,18,Female,Kochi,Offline,In-Store Purchase,Footwear,Running Shoes,Nike,Red,6,1,22783,27,In-Store Festival Offer,0,N/A (Offline),0,Yes,Cash,4,Not Returned,14,post-monsoon,Young Adult
TXN505752,CUST001424,2023-10-27,33,Female,Jaipur,Online,Flipkart,Clothing,Jacket,Adidas,White,XXL,1,8468,7,Standard Day,0,Standard,6,Yes,UPI,4,Not Returned,1,post-monsoon,Adult
TXN505959,CUST002566,2023-10-27,45,Female,Pune,Online,Nykaa,Clothing,Shorts,Adidas,Navy,S,1,3536,13,Standard Day,40,Standard,4,No,Debit Card,4,Not Returned,61,post-monsoon,Adult
TXN505960,CUST001409,2023-10-27,51,Female,Kolkata,Online,Ajio,Clothing,Saree,Biba,Brown,M,1,9722,11,Standard Day,0,Standard,4,Yes,Credit Card,4,Not Returned,14,post-monsoon,Adult
TXN506584,CUST002974,2023-10-27,58,Male,Bhubaneswar,Online,Ajio,Clothing,Saree,Biba,Black,L,1,3948,10,Standard Day,0,Same Day,0,Yes,UPI,4,Not Returned,1,post-monsoon,Adult
TXN507143,CUST003227,2023-10-27,33,Male,Delhi,Offline,In-Store Purchase,Clothing,Hoodie,Adidas,Green,S,2,10348,18,In-Store Festival Offer,0,N/A (Offline),0,No,Cash,5,Not Returned,20,post-monsoon,Adult
TXN507408,CUST003360,2023-10-27,26,Female,Delhi,Online,Flipkart,Accessories,Backpack,Wildcraft,Navy,Free Size,3,5691,7,Standard Day,99,Standard,5,No,Cash on Delivery,2,Not Returned,9,post-monsoon,Adult
TXN508296,CUST001905,2023-10-27,59,Male,Bangalore,Online,Meesho,Clothing,Kurta,Biba,Olive,XS,1,3313,5,Standard Day,40,Standard,7,No,Cash on Delivery,2,Returned,34,post-monsoon,Adult
TXN508405,CUST002451,2023-10-27,36,Female,Ahmedabad,Online,Flipkart,Footwear,Sandals,Bata,Black,7,1,1738,4,Standard Day,0,Standard,4,No,Credit Card,4,Not Returned,11,post-monsoon,Adult
TXN509236,CUST003145,2023-10-27,51,Male,Pune,Online,Myntra,Accessories,Backpack,Levis,Brown,Free Size,1,5058,9,Standard Day,0,Standard,7,Yes,Credit Card,4,Not Returned,3,post-monsoon,Adult
TXN500318,CUST002578,2023-10-28,56,Male,Jaipur,Offline,In-Store Purchase,Footwear,Running Shoes,Puma,Blue,6,1,9352,13,In-Store Festival Offer,0,N/A (Offline),0,Yes,Debit Card,4,Returned,0,post-monsoon,Adult
TXN500712,CUST001885,2023-10-28,30,Female,Bhubaneswar,Offline,In-Store Purchase,Clothing,Shorts,Adidas,Blue,XS,1,1146,27,In-Store Festival Offer,0,N/A (Offline),0,No,UPI,4,Not Returned,3,post-monsoon,Adult
TXN501131,CUST000554,2023-10-28,46,Female,Mumbai,Online,Meesho,Clothing,Saree,Max,Blue,L,3,7698,9,Standard Day,40,Express,2,No,UPI,3,Not Returned,1,post-monsoon,Adult
TXN501314,CUST000707,2023-10-28,18,Male,Nagpur,Online,Flipkart,Clothing,Saree,Biba,Grey,S,1,8495,10,Standard Day,40,Same Day,0,No,Cash on Delivery,4,Not Returned,1,post-monsoon,Young Adult
TXN501596,CUST003065,2023-10-28,56,Male,Lucknow,Online,Nykaa,Footwear,Heels,Bata,Green,11,1,3060,0,Standard Day,40,Standard,5,No,Credit Card,3,Not Returned,5,post-monsoon,Adult
TXN501642,CUST003464,2023-10-28,51,Female,Ahmedabad,Online,Amazon,Clothing,Jacket,Puma,Navy,S,2,4092,14,Standard Day,40,Standard,7,No,UPI,4,Not Returned,1,post-monsoon,Adult
TXN505064,CUST000066,2023-10-28,42,Male,Noida,Offline,In-Store Purchase,Accessories,Belt,Puma,Brown,Free Size,1,929,21,In-Store Festival Offer,0,N/A (Offline),0,Yes,UPI,3,Not Returned,5,post-monsoon,Adult
TXN506144,CUST000984,2023-10-28,36,Female,Kolkata,Offline,In-Store Purchase,Clothing,Saree,Max,Green,XS,1,2107,26,In-Store Festival Offer,0,N/A (Offline),0,No,Credit Card,3,Not Returned,0,post-monsoon,Adult
TXN506187,CUST001843,2023-10-28,24,Female,Hyderabad,Online,Amazon,Accessories,Cap,Levis,Red,S,1,463,38,Diwali Sale,0,Standard,4,No,Credit Card,4,Not Returned,0,post-monsoon,Young Adult
TXN507692,CUST002037,2023-10-28,57,Female,Jaipur,Online,Amazon,Footwear,Slippers,Max,Brown,6,3,510,0,Standard Day,0,Standard,3,Yes,Debit Card,3,Not Returned,24,post-monsoon,Adult
TXN508033,CUST001866,2023-10-28,24,Male,Delhi,Offline,In-Store Purchase,Clothing,Kurta,Biba,Brown,L,1,3666,12,In-Store Festival Offer,0,N/A (Offline),0,No,Debit Card,4,Not Returned,26,post-monsoon,Young Adult
TXN508883,CUST001377,2023-10-28,45,Female,Chennai,Online,Meesho,Accessories,Cap,Wildcraft,Navy,Free Size,4,3864,15,Standard Day,60,Standard,5,No,Credit Card,2,Not Returned,21,post-monsoon,Adult
TXN509864,CUST000626,2023-10-28,61,Male,Ahmedabad,Online,Nykaa,Accessories,Cap,Fastrack,Green,M,1,217,14,Standard Day,40,Standard,3,No,UPI,2,Not Returned,28,post-monsoon,Adult
TXN500049,CUST003311,2023-10-29,43,Female,Kolkata,Online,Flipkart,Footwear,Sneakers,Nike,White,7,1,25302,13,Standard Day,40,Standard,5,No,Debit Card,3,Not Returned,0,post-monsoon,Adult
TXN500779,CUST001904,2023-10-29,26,Female,Bangalore,Online,Myntra,Footwear,Formal Shoes,Max,Black,6,1,3714,7,Standard Day,60,Same Day,0,No,Debit Card,3,Not Returned,0,post-monsoon,Adult
TXN501480,CUST002160,2023-10-29,63,Male,Patna,Online,Myntra,Clothing,Kurta,FabIndia,Olive,M,1,4731,12,Standard Day,60,Standard,4,No,UPI,3,Not Returned,4,post-monsoon,Adult
TXN502265,CUST000198,2023-10-29,35,Male,Bhubaneswar,Offline,In-Store Purchase,Clothing,Saree,FabIndia,Blue,L,1,9224,11,In-Store Festival Offer,0,N/A (Offline),0,No,UPI,5,Returned,15,post-monsoon,Adult
TXN503100,CUST001581,2023-10-29,22,Male,Delhi,Online,Flipkart,Footwear,Heels,Bata,Brown,7,1,2936,13,Standard Day,99,Same Day,0,No,UPI,3,Not Returned,5,post-monsoon,Young Adult
TXN503820,CUST000672,2023-10-29,31,Female,Kolkata,Offline,In-Store Purchase,Clothing,Saree,Biba,Grey,XXL,2,15654,13,In-Store Festival Offer,0,N/A (Offline),0,Yes,UPI,4,Not Returned,3,post-monsoon,Adult
TXN504195,CUST001213,2023-10-29,52,Male,Patna,Online,Amazon,Footwear,Slippers,Max,Olive,9,1,399,9,Standard Day,0,Express,1,Yes,Cash on Delivery,4,Not Returned,19,post-monsoon,Adult
TXN505460,CUST002838,2023-10-29,22,Female,Jaipur,Online,Meesho,Clothing,T-shirt,Puma,Red,XXL,1,1337,1,Standard Day,40,Express,2,No,Debit Card,3,Not Returned,0,post-monsoon,Young Adult
TXN505657,CUST002588,2023-10-29,21,Other,Mumbai,Online,Meesho,Clothing,Dress,H&M,Green,XXL,2,4204,10,Standard Day,0,Standard,4,Yes,UPI,5,Returned,3,post-monsoon,Young Adult
TXN507049,CUST002554,2023-10-29,52,Female,Chennai,Online,Flipkart,Clothing,Shorts,Nike,Red,XL,1,3106,41,Big Billion Days,99,Standard,4,No,UPI,4,Not Returned,15,post-monsoon,Adult
TXN507690,CUST003403,2023-10-29,24,Male,Kochi,Offline,In-Store Purchase,Accessories,Wallet,Wildcraft,Beige,Free Size,3,6282,17,In-Store Festival Offer,0,N/A (Offline),0,No,UPI,4,Returned,4,post-monsoon,Young Adult
TXN507842,CUST002696,2023-10-29,51,Male,Bhubaneswar,Online,Amazon,Footwear,Running Shoes,Adidas,Blue,11,1,6630,2,Standard Day,0,Standard,6,No,Net Banking,3,Returned,4,post-monsoon,Adult
